ticker,price,prev_close,daily_chg_pct,ytd_pct,52w_high,52w_low,52w_high_pct,52w_low_pct,date
AUPH,14.355,14.61,-1.7454,,,,,,2026-03-27
AQST,4.03,4.135,-2.5393,,,,,,2026-03-27
MLTX,17.28,17.755,-2.6753,,,,,,2026-03-27
IMRX,4.96,5.22,-4.9808,,,,,,2026-03-27
OGN,5.865,6.06,-3.2178,,,,,,2026-03-27
EBS,7.99,8.07,-0.9913,,,,,,2026-03-27
NUVB,4.255,4.43,-3.9503,,,,,,2026-03-27
PRGO,9.5,9.375,1.3333,,,,,,2026-03-27
CLDX,30.39,31.75,-4.2835,,,,,,2026-03-27
PHVS,27.285,27.43,-0.5286,,,,,,2026-03-27
ETON,23.18,23.44,-1.1092,,,,,,2026-03-27
KURA,7.795,8.38,-6.9809,,,,,,2026-03-27
SUPN,49.63,50.82,-2.3416,,,,,,2026-03-27
IMCR,29.59,30.47,-2.8881,,,,,,2026-03-27
NGNE,20.125,21.125,-4.7337,,,,,,2026-03-27
AZN,189.3,183.29,3.279,,,,,,2026-03-27
PRTA,9.34,9.505,-1.7359,,,,,,2026-03-27
OVID,2.34,2.455,-4.6843,,,,,,2026-03-27
ABSI,2.775,2.89,-3.9792,,5.215,2.02,-46.7881,37.3762,2026-03-27
HRMY,26.71,27.42,-2.5894,,,,,,2026-03-27
MESO,14.265,14.84,-3.8747,,,,,,2026-03-27
BNTC,10.18,10.765,-5.4343,,,,,,2026-03-27
DFTX,17.91,18.94,-5.4382,,,,,,2026-03-27
XNCR,11.395,12.33,-7.5831,,,,,,2026-03-27
MGNX,2.92,3.18,-8.1761,,,,,,2026-03-27
ABEO,4.3,4.33,-0.6928,-17.7033,7.53,3.94,-42.8951,9.1371,2026-03-27
HROW,33.88,35.395,-4.2803,,,,,,2026-03-27
COLL,32.49,33.42,-2.7828,,,,,,2026-03-27
ACB,3.22,3.345,-3.7369,,,,,,2026-03-27
ESPR,2.745,2.86,-4.021,,,,,,2026-03-27
INVA,22.69,22.66,0.1324,,,,,,2026-03-27
UPB,8.62,9.81,-12.1305,,,,,,2026-03-27
CDNA,16.61,17.46,-4.8683,,,,,,2026-03-27
FDMT,9.515,10.2,-6.7157,,,,,,2026-03-27
MIRM,88.33,88.86,-0.5964,,,,,,2026-03-27
NAMS,30.33,31.295,-3.0836,,,,,,2026-03-27
AGIO,29.77,29.96,-0.6342,,,,,,2026-03-27
CRON,2.495,2.535,-1.5779,,,,,,2026-03-27
CTNM,13.45,13.66,-1.5373,,,,,,2026-03-27
ARCT,6.69,7.075,-5.4417,,,,,,2026-03-27
VCEL,29.33,30.83,-4.8654,,,,,,2026-03-27
GRAL,48.3,52.18,-7.4358,,,,,,2026-03-27
SRPT,20.24,21.66,-6.5559,,,,,,2026-03-27
ELTX,10.38,10.84,-4.2435,,,,,,2026-03-27
TLRY,6.34,6.56,-3.3537,,,,,,2026-03-27
HRTX,0.7916,0.8299,-4.615,,,,,,2026-03-27
FOLD,14.415,14.425,-0.0693,,,,,,2026-03-27
FTRE,9.06,9.54,-5.0314,,,,,,2026-03-27
PLX,2.115,2.13,-0.7042,,,,,,2026-03-27
ANIP,73.2,74.09,-1.2012,,,,,,2026-03-27
CAI,16.725,18.33,-8.7561,,,,,,2026-03-27
STTK,6.035,6.28,-3.9013,,,,,,2026-03-27
AURA,6.28,6.455,-2.7111,,,,,,2026-03-27
NEOG,8.78,9.16,-4.1485,,,,,,2026-03-27
MGTX,7.565,7.52,0.5984,,,,,,2026-03-27
PBH,59.19,60.35,-1.9221,,,,,,2026-03-27
PBYI,6.105,6.27,-2.6316,,,,,,2026-03-27
BCAX,18.65,18.89,-1.2705,,,,,,2026-03-27
MDWD,15.09,15.735,-4.0991,,,,,,2026-03-27
SION,37.02,38.035,-2.6686,,,,,,2026-03-27
ZYME,24.29,24.68,-1.5802,,,,,,2026-03-27
STVN,13.42,13.6,-1.3235,,,,,,2026-03-27
KPTI,5.46,5.57,-1.9749,,,,,,2026-03-27
OCS,24.62,24.945,-1.3029,,,,,,2026-03-27
CTKB,4.31,4.58,-5.8952,,,,,,2026-03-27
MDXG,3.845,3.935,-2.2872,,,,,,2026-03-27
CYRX,7.82,8.21,-4.7503,,,,,,2026-03-27
ENTA,12.17,12.49,-2.562,,,,,,2026-03-27
INO,1.6,1.545,3.5599,,,,,,2026-03-27
ALXO,2.03,2.025,0.2469,,,,,,2026-03-27
SLN,4.895,5.3,-7.6415,,,,,,2026-03-27
EXAS,104.94,103.88,1.0204,,,,,,2026-03-27
ZNTL,2.145,2.68,-19.9627,,,,,,2026-03-27
ACLX,114.58,114.615,-0.0305,76.8346,114.82,47.955,-0.209,138.9323,2026-03-27
ORIC,12.02,12.36,-2.7508,,,,,,2026-03-27
XOMA,30.02,30.56,-1.767,,,,,,2026-03-27
CRBP,8.695,9.26,-6.1015,,,,,,2026-03-27
DAWN,21.415,21.41,0.0234,,,,,,2026-03-27
RANI,0.82,1.085,-24.424,,,,,,2026-03-27
NRIX,14.905,15.525,-3.9936,,,,,,2026-03-27
JBIO,13.485,13.91,-3.0554,,,,,,2026-03-27
ADMA,9.205,8.285,11.1044,,25.62,13.57,-64.071,-32.1665,2026-03-27
AVXL,2.835,2.875,-1.3913,,,,,,2026-03-27
AMRX,11.895,12.065,-1.409,,,,,,2026-03-27
AVTX,13.975,13.94,0.2511,,,,,,2026-03-27
DTIL,6.08,6.525,-6.8199,,,,,,2026-03-27
